,points,title,description,price,variety,region_1,region_2,province,country,winery
9217,82,Viña La Rosa 2011 La Palma Sauvignon Blanc (Cachapoal Valley),"Basic citrus and apple aromas lead to a round palate that won't stay fresh for much longer. It tastes melony and green, with lettuce flavors and a flat finish.",9.0,Sauvignon Blanc,,,Cachapoal Valley,Chile,Viña La Rosa
9220,81,Arauco 2011 Reserva Sauvignon Blanc (Central Valley),"This is nearly indistinguishable from Arauco's standard 82-point 2011 Sauvignon Blanc, smelling stalky, with zero pungency or varietal character. It shows lemony acids, but that's about all.",14.0,Sauvignon Blanc,,,Central Valley,Chile,Arauco
9222,81,Santa Ema 2011 Selected Terroir Sauvignon Blanc (Maipo Valley),"Other than notes of white flowers and green herbs on the nose, this wine is all about canned peas and beans. The palate has texture and flesh, but the flavors are vegetal.",9.0,Sauvignon Blanc,,,Maipo Valley,Chile,Santa Ema
9226,80,Viña el Aromo 2011 Sauvignon Blanc (Maule Valley),"This is oily and strained on the nose and fleshy in the mouth. It tastes herbal and quasi weedy, with a matchstick note on the finish.",9.0,Sauvignon Blanc,,,Maule Valley,Chile,Viña el Aromo
9316,81,Kon Tiki 2014 Sauvignon Blanc (Central Valley),"Leesy vanilla aromas are bland and don't amount to much. The palate follows suit, with additional briny melon flavors.",13.0,Sauvignon Blanc,,,Central Valley,Chile,Kon Tiki
9317,81,Autoritas 2014 Gran Reserva Sauvignon Blanc (Leyda Valley),Powdery bath-soap aromas are odd on the nose. The mealy palate boasts flavors of bitter melon and papaya.,11.0,Sauvignon Blanc,,,Leyda Valley,Chile,Autoritas
9318,81,Viña Casas Patronales 2013 Reserva Cabernet Sauvignon (Maule Valley),"This is overtly rustic, roasted, leathery and strange on the nose. A wide but wayward palate seems sluggish, while rubbery black-fruit and burnt-wood flavors finish with murky berry tones.",10.0,Cabernet Sauvignon,,,Maule Valley,Chile,Viña Casas Patronales
9319,81,Terra Andina 2012 Bold Cabernet Sauvignon (Central Valley),"Aromas of spiced tomato, clove and rubber gloves don't click or suggest much quality. A cloying, sugary palate with mucky berry flavors is less than stellar, as is a sticky finish that tastes like strawberry jam.",10.0,Cabernet Sauvignon,,,Central Valley,Chile,Terra Andina
9324,81,Estampa 2014 Fina Reserva Ensamblaje Sauvignon Blanc-Chardonnay-Viognier White (Colchagua Valley),"Pickled, briny aromas lead to a palate defined only by pithy citrus fruit. This tastes mostly of bitter citrus, while the finish brings herbacious tones.",19.0,White Blend,,,Colchagua Valley,Chile,Estampa
9330,80,Rai 2013 Sauvignon Blanc (Central Valley),"This is fleshy and dilute up front, then heavy and globular in feel. Pickled melon and vegetal stone-fruit flavors finish weak.",11.0,Sauvignon Blanc,,,Central Valley,Chile,Rai
9331,80,Teillery 2014 Organic Carmenère (Maipo Valley),"This smells forced and grapy, with murky undertones. Flabby on the palate, this organic red tastes nutty and earthy. An aftertaste of mulch and peanut is off base and highly questionable.",14.0,Carmenère,,,Maipo Valley,Chile,Teillery
9730,89,Casas del Toqui 2010 Terroir Selection Gran Reserva Syrah (Cachapoal Valley),"Piercing on the nose, with aromas of cola, graphite, juniper and blackberry. Feels thick, with meaty flavors of blackberry, boysenberry, herb and flower notes. Layered and relatively long on the finish. Impressive for under-$20 Chilean Syrah, with complexity and sauvage notes.",16.0,Syrah,,,Cachapoal Valley,Chile,Casas del Toqui
9746,89,Viña Casablanca 2009 Nimbus Single Vineyard Syrah (Casablanca Valley),"Opens with lactic, slightly raisiny aromas that turn oakier and creamier with airing. Dense, rubbery and intense on the tongue, with dark flavors of blackberry and herb in the middle. Finishes long, earthy and slightly herbal, with tannic bite and grip. Drink now through 2014.",23.0,Syrah,,,Casablanca Valley,Chile,Viña Casablanca
9747,89,Viña Casablanca 2011 Nimbus Single Vineyard Sauvignon Blanc (Casablanca Valley),"Light and fresh up front, with lychee, passion fruit and wet stone aromas. Feels good and balanced as if offers a nice mix of textured fruit and minerally acidity. Flavors of green melon, passion fruit, lime and green herbs come straight from central casting. Perfect for summer drinking.",13.0,Sauvignon Blanc,,,Casablanca Valley,Chile,Viña Casablanca
9792,91,Montes 2007 Alpha M Red (Santa Cruz),"Impressive as always, with dense, meaty aromas of baked black fruits, compost and dried cheese. The palate is thick to the max, with chocolate, coconut and baked plum and berry flavors. Ultrarich on the finish, with warmth and density. Once again ""M"" shows how deep and rewarding high-end Chilean reds can be. Drink now through 2015.",95.0,Bordeaux-style Red Blend,,,Santa Cruz,Chile,Montes
9804,91,Aresti 2007 Family Collection Red (Curicó Valley),"This wine has traveled miles in the right direction compared to its early incarnations. It's piercing and potent up front, with cigar box, mocha, toast and coffee aromas in addition to fine flavors of tobacco, cassis, vanilla and lightly baked berry and cassis. Finishes wavy and long; 50% Syrah along with Merlot, Cab and Carmenère.",24.0,Red Blend,,,Curicó Valley,Chile,Aresti
9824,82,Bossy Boots 2014 Reserva Merlot (Maule Valley),"Raw abrasive plum and berry aromas are grassy. This passable Merlot is rubbery and pinched in feel, with herbal generic berry flavors that finish with a weedy accent.",12.0,Merlot,,,Maule Valley,Chile,Bossy Boots
9827,82,Santa Ema 2014 Reserva Merlot (Maipo Valley),"From the outset this is woody and artificial in style. Aromas of milk chocolate and clove are strange and forced. In the mouth, this feels wiry but also gummy, with clove-heavy oak and tannic bite. In general, this is overly woody, candied and seemingly not natural.",14.0,Merlot,,,Maipo Valley,Chile,Santa Ema
9828,82,François Lurton 2015 Hacienda Araucano Clos de Lolol White (Lolol Valley),"This yellow-tinted blend of Sauvignon Blanc and Chardonnay smells more like freshly waxed floorboards and wood resin than fruit. In the mouth, this is resiny and plump, with mild acidity. A weird set of woody, waxy flavors falls flat on the finish.",20.0,White Blend,,,Lolol Valley,Chile,François Lurton
9829,82,Apaltagua NV Extra Brut Costero Sparkling (San Antonio),"Grassy aromas include a note of crushed vitamin. This is basic at best, lacking at worst. There's not much to the palate, while salty grassy grapefruit flavors fail to stir excitement. An unfriendly note of onion appears on a tart green finish.",19.0,Sparkling Blend,,,San Antonio,Chile,Apaltagua
9830,82,Albamar 2016 Sauvignon Blanc (Casablanca Valley),"Briny aromas of sauerkraut fail to make much of an impression. This is dull in feel, with bitter, fruitless flavors. On the finish, bitterness remains. Drinkable but with few positives.",12.0,Sauvignon Blanc,,,Casablanca Valley,Chile,Albamar
9831,81,Echeverria 2016 Reserva Sauvignon Blanc (Curicó Valley),"With a strange pink color and powdery nondescript aromas, this is shapeless and lacking in structure. Weak bitter flavors are completely fruitless; overall this seems to be going nowhere good.",10.0,Sauvignon Blanc,,,Curicó Valley,Chile,Echeverria
9832,81,Valdivieso NV Brut Sparkling (Chile),"This tan-colored brut is outright oxidized and bready from front to tail. A foamy full palate is awkward, while this tastes yeasty and stale, as oxidized wines often do.",12.0,Sparkling Blend,,,Chile,Chile,Valdivieso
9833,81,Finca Patagonia 2015 Expedicion Pinot Noir (Maule Valley),"Aromas of chewing gum dust are not attractive. This feels flat, with zero edge and structure. Lightly oxidized flavors of generic berry leave one with nothing to latch on to.",12.0,Pinot Noir,,,Maule Valley,Chile,Finca Patagonia
9834,81,Santa Rita 2015 Secret Reserve Pinot Noir (Central Valley),"A blast of fake-smelling clove is the dominant aroma on this sticky Pinot Noir. Clove returns as the singular flavor, while the finish is woody but not toasty or classy. This is uniquely one-dimensional, but in the wrong way.",11.0,Pinot Noir,,,Central Valley,Chile,Santa Rita
9835,80,Casas del Toqui 2015 Barrel Series Reserva Pinot Noir (Cachapoal Valley),"Rusty in color, with aromas of compost and rotten leaves, this isn't cutting it. A drawing hard palate and burnt-out flavors that match the nose make this a hard road to navigate.",14.0,Pinot Noir,,,Cachapoal Valley,Chile,Casas del Toqui
9836,80,Loma Larga 2011 Brut Nature Limited Edition Cabernet Franc (Casablanca Valley),"Other than a strange note of mustard, there's little to say about the nose of this brut nature Cab Franc. It tastes of sauerkraut and mustard, while the finish tastes pickled, with an infusion of vinegar.",30.0,Cabernet Franc,,,Casablanca Valley,Chile,Loma Larga
9876,86,Kingston Family 2010 Alazan Pinot Noir (Casablanca & Leyda Valleys),"Plum and cherry aromas turn herbal and piney with airing. Definitely a leaner, sharper Alazan than in the past, with body as well as piercing acidity. Black fruit flavors have an herbal undertone as the palate transitions to peppery spice. Bright and zingy; not much finish.",32.0,Pinot Noir,,,Casablanca & Leyda Valleys,Chile,Kingston Family
